"ID_USER","USER_STATE","USER_TIMEZONE","ID_HOTEL","HOTEL_CITY","HOTEL_STATE","HOTEL_TIMEZONE","Trip Type","Rating"
"843","CA","Pacific","77057","Fresno","CA","Pacific","3","4"
"843","CA","Pacific","77577","LongBeach","CA","Pacific","3","3"
"843","CA","Pacific","82299","SanJose","CA","Pacific","3","3"
"897","WA","Pacific","108945","ELPaso","TX","Central","1","5"
"897","WA","Pacific","79686","Sacramento","CA","Pacific","1","5"
"897","WA","Pacific","84031","LongBeach","CA","Pacific","4","5"
"958","OH","Eastern","1146974","Louisville","KY","Eastern","1","3"
"958","OH","Eastern","223917","Charlotte","NC","Eastern","1","3"
"958","OH","Eastern","94166","Charlotte","NC","Eastern","1","4"
"960","IL","Central","105180","Memphis","TN","Central","3","3"
"960","IL","Central","111855","Memphis","TN","Central","3","4"
"960","IL","Central","1641470","Indianapolis","IN","Eastern","3","4"
"968","CA","Pacific","254633","Sacramento","CA","Pacific","1","5"
"968","CA","Pacific","81478","Sacramento","CA","Pacific","1","4"
"968","CA","Pacific","81512","Sacramento","CA","Pacific","1","4"
"1093","NC","Eastern","94675","Raleigh","NC","Eastern","3","3"
"1093","NC","Eastern","677644","Atlanta","GA","Eastern","4","4"
"1093","NC","Eastern","301309","Charlotte","NC","Eastern","5","4"
"1129","IL","Central","121695","Albuquerque","NM","Mountain","3","3"
"1129","IL","Central","530673","Indianapolis","IN","Eastern","3","3"
"1129","IL","Central","634649","Phoenix","AZ","Mountain","3","4"
"1135","CA","Pacific","114739","Tulsa","OK","Central","3","5"
"1135","CA","Pacific","225041","ELPaso","TX","Central","3","2"
"1135","CA","Pacific","98741","Albuquerque","NM","Mountain","3","2"
"1135","CA","Pacific","120770","Indianapolis","IN","Eastern","4","2"
"1162","AZ","Mountain","74476","Tucson","AZ","Mountain","3","5"
"1162","AZ","Mountain","75190","Tucson","AZ","Mountain","3","4"
"1162","AZ","Mountain","75279","Tucson","AZ","Mountain","3","4"
"1194","GA","Eastern","1235801","Indianapolis","IN","Eastern","3","5"
"1194","GA","Eastern","225067","Tulsa","OK","Central","3","4"
"1194","GA","Eastern","275430","Tulsa","OK","Central","3","4"
"1247","FL","Eastern","224427","Cleveland","OH","Eastern","3","4"
"1247","FL","Eastern","86320","Atlanta","GA","Eastern","3","3"
"1247","FL","Eastern","88403","Jacksonville","FL","Eastern","3","3"
"1261","IN","Eastern","1201174","Indianapolis","IN","Eastern","1","5"
"1261","IN","Eastern","120794","Indianapolis","IN","Eastern","1","4"
"1261","IN","Eastern","224243","Miami","MI","Eastern","1","4"
"1261","IN","Eastern","224819","Indianapolis","IN","Eastern","1","2"
"1261","IN","Eastern","89508","Atlanta","GA","Eastern","1","3"
"1280","WV","Eastern","100636","Charlotte","NC","Eastern","3","5"
"1280","WV","Eastern","100637","Charlotte","NC","Eastern","3","5"
"1280","WV","Eastern","1025998","Jacksonville","FL","Eastern","3","3"
"1280","WV","Eastern","105238","Memphis","TN","Central","3","5"
"1280","WV","Eastern","1235779","Jacksonville","FL","Eastern","3","4"
"1280","WV","Eastern","223004","Atlanta","GA","Eastern","3","4"
"1280","WV","Eastern","86209","Atlanta","GA","Eastern","3","5"
"1280","WV","Eastern","88398","Jacksonville","FL","Eastern","3","5"
"1373","GA","Eastern","119351","Phoenix","AZ","Mountain","3","5"
"1373","GA","Eastern","107844","Houston","TX","Central","3","5"
"1373","GA","Eastern","109499","Arlington","TX","Central","3","4"
"1373","GA","Eastern","1176216","Arlington","TX","Central","3","4"
"1399","NC","Eastern","217633","Raleigh","NC","Eastern","2","2"
"1399","NC","Eastern","219666","Charlotte","NC","Eastern","2","5"
"1399","NC","Eastern","94166","Charlotte","NC","Eastern","2","3"
"1399","NC","Eastern","94713","Raleigh","NC","Eastern","2","4"
"1399","NC","Eastern","628474","Charlotte","NC","Eastern","3","4"
"1437","CA","Pacific","656713","SanAntonio","TX","Central","2","4"
"1437","CA","Pacific","224125","Nashville","TN","Central","3","4"
"1437","CA","Pacific","227103","Sacramento","CA","Pacific","3","1"
"1437","CA","Pacific","239947","Phoenix","AZ","Mountain","3","3"
"1437","CA","Pacific","75339","Tucson","AZ","Mountain","3","4"
"1437","CA","Pacific","223151","Houston","TX","Central","3","5"
"1437","CA","Pacific","99132","Houston","TX","Central","3","5"
"1437","CA","Pacific","74548","Phoenix","AZ","Mountain","5","4"
"1537","TX","Central","1966350","Houston","TX","Central","3","4"
"1537","TX","Central","223145","Houston","TX","Central","3","3"
"1537","TX","Central","223151","Houston","TX","Central","3","2"
"1537","TX","Central","286988","Houston","TX","Central","3","4"
"1806","NC","Eastern","628474","Charlotte","NC","Eastern","2","4"
"1806","NC","Eastern","223917","Charlotte","NC","Eastern","3","4"
"1806","NC","Eastern","94102","Charlotte","NC","Eastern","3","4"
"1806","NC","Eastern","223922","Raleigh","NC","Eastern","5","5"
"1844","IL","Central","126037","VirginiaBeach","VA","Eastern","2","3"
"1844","IL","Central","620163","VirginiaBeach","VA","Eastern","2","2"
"1844","IL","Central","92758","Albuquerque","NM","Mountain","2","4"
"1971","GA","Eastern","1133678","Arlington","TX","Central","2","4"
"1971","GA","Eastern","247710","Jacksonville","FL","Eastern","2","5"
"1971","GA","Eastern","503651","Milwaukee","WI","Central","3","3"
"2019","OH","Eastern","100603","Seattle","WA","Pacific","2","3"
"2019","OH","Eastern","224282","Portland","OR","Pacific","2","5"
"2019","OH","Eastern","239892","Seattle","WA","Pacific","2","5"
"2234","CA","Pacific","75007","Mesa","AZ","Mountain","2","4"
"2234","CA","Pacific","92726","Albuquerque","NM","Mountain","2","4"
"2234","CA","Pacific","96162","Portland","OR","Pacific","2","4"
"2339","MN","Central","95261","Columbus","OH","Eastern","3","3"
"2339","MN","Central","98695","Dallas","TX","Central","3","4"
"2339","MN","Central","99101","Houston","TX","Central","3","2"
"2379","PA","Eastern","223164","Houston","TX","Central","1","5"
"2379","PA","Eastern","623179","Louisville","KY","Eastern","1","5"
"2379","PA","Eastern","86259","Atlanta","GA","Eastern","1","2"
"2452","OK","Central","98058","Memphis","TN","Central","1","4"
"2452","OK","Central","530673","Indianapolis","IN","Eastern","2","1"
"2452","OK","Central","223363","Indianapolis","IN","Eastern","3","2"
"2545","MN","Central","224835","Seattle","WA","Pacific","4","4"
"2545","MN","Central","239895","Seattle","WA","Pacific","4","4"
"2545","MN","Central","90392","Minneapolis","MN","Central","4","5"
"2557","FL","Eastern","108948","ELPaso","TX","Central","3","3"
"2557","FL","Eastern","109104","FortWorth","TX","Central","3","2"
"2557","FL","Eastern","1846740","FortWorth","TX","Central","3","4"
"2557","FL","Eastern","225116","FortWorth","TX","Central","3","2"
"2557","FL","Eastern","98433","Austin","TX","Central","3","2"
"2557","FL","Eastern","1175958","ELPaso","TX","Central","3","3"
"2572","DC","Eastern","1238209","Columbus","OH","Eastern","2","5"
"2572","DC","Eastern","223000","Atlanta","GA","Eastern","2","3"
"2572","DC","Eastern","564589","Indianapolis","IN","Eastern","2","4"
"2589","AZ","Mountain","224928","OklahomaCity","OK","Central","2","3"
"2589","AZ","Mountain","225338","Memphis","TN","Central","2","4"
"2589","AZ","Mountain","92747","Albuquerque","NM","Mountain","2","4"
"2591","WI","Central","98672","Albuquerque","NM","Mountain","3","4"
"2591","WI","Central","98821","ELPaso","TX","Central","3","4"
"2591","WI","Central","223750","Columbus","OH","Eastern","3","5"
"2644","TX","Central","754229","Phoenix","AZ","Mountain","3","3"
"2644","TX","Central","101869","OklahomaCity","OK","Central","4","4"
"2644","TX","Central","102053","Portland","OR","Pacific","4","4"
"2644","TX","Central","235133","LosAngeles","CA","Pacific","4","3"
"2644","TX","Central","98753","Albuquerque","NM","Mountain","4","5"
"2796","PA","Eastern","1515572","Fresno","CA","Pacific","3","4"
"2796","PA","Eastern","557211","Sacramento","CA","Pacific","3","5"
"2796","PA","Eastern","631722","Fresno","CA","Pacific","3","4"
"2796","PA","Eastern","79676","Sacramento","CA","Pacific","3","2"
"2801","CA","Pacific","73923","Phoenix","AZ","Mountain","3","3"
"2801","CA","Pacific","1097043","Albuquerque","NM","Mountain","5","3"
"2801","CA","Pacific","616772","Albuquerque","NM","Mountain","5","5"
"2870","PA","Eastern","94194","Charlotte","NC","Eastern","1","4"
"2870","PA","Eastern","219666","Charlotte","NC","Eastern","2","4"
"2870","PA","Eastern","88456","Jacksonville","FL","Eastern","2","3"
"2870","PA","Eastern","120135","Jacksonville","FL","Eastern","4","4"
"3064","NY","Eastern","219399","Atlanta","GA","Eastern","3","4"
"3064","NY","Eastern","223143","Houston","TX","Central","3","2"
"3064","NY","Eastern","98987","Houston","TX","Central","4","3"
"3117","TX","Central","108703","SanAntonio","TX","Central","1","3"
"3117","TX","Central","86261","Atlanta","GA","Eastern","1","4"
"3117","TX","Central","98694","Dallas","TX","Central","2","2"
"3438","OK","Central","109524","Arlington","TX","Central","1","4"
"3438","OK","Central","223153","Houston","TX","Central","1","5"
"3438","OK","Central","223153","Houston","TX","Central","2","5"
"3438","OK","Central","1592026","OklahomaCity","OK","Central","3","4"
"3474","IL","Central","108521","SanAntonio","TX","Central","1","4"
"3474","IL","Central","109104","FortWorth","TX","Central","1","5"
"3474","IL","Central","95289","Columbus","OH","Eastern","1","4"
"3486","NC","Eastern","258771","Charlotte","NC","Eastern","1","5"
"3486","NC","Eastern","100613","Charlotte","NC","Eastern","2","3"
"3486","NC","Eastern","89629","Atlanta","GA","Eastern","2","5"
"3495","CA","Pacific","1164348","SanAntonio","TX","Central","1","4"
"3495","CA","Pacific","124937","Houston","TX","Central","1","4"
"3495","CA","Pacific","1804801","Columbus","OH","Eastern","3","5"
"3498","FL","Eastern","119748","SanDiego","CA","Pacific","1","5"
"3498","FL","Eastern","1584732","Miami","MI","Eastern","1","2"
"3498","FL","Eastern","72359","Milwaukee","WI","Central","3","5"
"3498","FL","Eastern","80246","SanDiego","CA","Pacific","3","5"
"3560","MD","Eastern","85039","Miami","MI","Eastern","2","5"
"3560","MD","Eastern","124186","Baltimore","MD","Eastern","4","3"
"3560","MD","Eastern","110440","VirginiaBeach","VA","Eastern","5","1"
"3573","CA","Pacific","118775","Phoenix","AZ","Mountain","2","5"
"3573","CA","Pacific","98688","Albuquerque","NM","Mountain","2","5"
"3573","CA","Pacific","258901","Albuquerque","NM","Mountain","3","5"
"3608","TX","Central","111855","Memphis","TN","Central","1","5"
"3608","TX","Central","223165","Houston","TX","Central","2","4"
"3608","TX","Central","98997","Houston","TX","Central","2","4"
"3676","SC","Eastern","100621","Charlotte","NC","Eastern","1","2"
"3676","SC","Eastern","100621","Charlotte","NC","Eastern","4","3"
"3676","SC","Eastern","100870","Charlotte","NC","Eastern","4","2"
"3676","SC","Eastern","223196","Charlotte","NC","Eastern","4","4"
"3704","CO","Mountain","105481","Nashville","TN","Central","3","3"
"3704","CO","Mountain","1140049","Chicago","IL","Central","3","4"
"3704","CO","Mountain","114650","Wichita","KS","Central","3","5"
"3704","CO","Mountain","1465226","ELPaso","TX","Central","3","5"
"3704","CO","Mountain","247108","Houston","TX","Central","3","5"
"3704","CO","Mountain","88725","Wichita","KS","Central","3","4"
"3709","PA","Eastern","94716","Raleigh","NC","Eastern","2","3"
"3709","PA","Eastern","74507","Tucson","AZ","Mountain","3","2"
"3709","PA","Eastern","74548","Phoenix","AZ","Mountain","3","4"
"3879","TN","Central","105466","Nashville","TN","Central","1","5"
"3879","TN","Central","223660","Nashville","TN","Central","2","5"
"3879","TN","Central","623179","Louisville","KY","Eastern","2","4"
"4032","CA","Pacific","81457","Sacramento","CA","Pacific","3","4"
"4032","CA","Pacific","223215","Charlotte","NC","Eastern","3","5"
"4032","CA","Pacific","275870","Baltimore","MD","Eastern","3","5"
"4045","NC","Eastern","108996","Austin","TX","Central","3","3"
"4045","NC","Eastern","223134","Houston","TX","Central","3","4"
"4045","NC","Eastern","84650","Jacksonville","FL","Eastern","3","3"
"4084","VA","Eastern","95793","OklahomaCity","OK","Central","3","4"
"4084","VA","Eastern","101848","OklahomaCity","OK","Central","4","2"
"4084","VA","Eastern","101865","OklahomaCity","OK","Central","4","3"
"4101","IN","Eastern","223755","Columbus","OH","Eastern","1","4"
"4101","IN","Eastern","251963","Indianapolis","IN","Eastern","1","2"
"4101","IN","Eastern","95269","Columbus","OH","Eastern","1","4"
"4101","IN","Eastern","95286","Columbus","OH","Eastern","1","2"
"4101","IN","Eastern","88172","Indianapolis","IN","Eastern","3","4"
"4101","IN","Eastern","1567301","Indianapolis","IN","Eastern","3","4"
"4122","MA","Eastern","100603","Seattle","WA","Pacific","3","3"
"4122","MA","Eastern","108703","SanAntonio","TX","Central","3","4"
"4122","MA","Eastern","754229","Phoenix","AZ","Mountain","3","3"
"4122","MA","Eastern","99518","SanAntonio","TX","Central","3","4"
"4122","MA","Eastern","887151","Omaha","NE","Central","4","5"
"4307","FL","Eastern","84654","Jacksonville","FL","Eastern","3","4"
"4307","FL","Eastern","91509","Indianapolis","IN","Eastern","3","5"
"4307","FL","Eastern","1450901","Jacksonville","FL","Eastern","3","3"
"4410","AR","Central","1200874","OklahomaCity","OK","Central","1","4"
"4410","AR","Central","240476","OklahomaCity","OK","Central","1","3"
"4410","AR","Central","1657258","Tulsa","OK","Central","2","4"
"4410","AR","Central","91729","LasVegas","NV","Pacific","2","4"
"4454","MO","Central","122259","Portland","OR","Pacific","3","4"
"4454","MO","Central","278081","Columbus","OH","Eastern","3","5"
"4454","MO","Central","99054","Houston","TX","Central","4","4"
"4470","IL","Central","108339","SanAntonio","TX","Central","3","4"
"4470","IL","Central","98117","Nashville","TN","Central","3","5"
"4470","IL","Central","224498","Arlington","TX","Central","3","5"
"4532","VA","Eastern","223214","Charlotte","NC","Eastern","3","5"
"4532","VA","Eastern","262398","Phoenix","AZ","Mountain","3","2"
"4532","VA","Eastern","729371","Phoenix","AZ","Mountain","3","5"
"4532","VA","Eastern","98435","Austin","TX","Central","3","5"
"4571","IL","Central","119351","Phoenix","AZ","Mountain","1","2"
"4571","IL","Central","1218792","NewYork","NY","Eastern","3","4"
"4571","IL","Central","223750","Columbus","OH","Eastern","3","3"
"4571","IL","Central","95230","Columbus","OH","Eastern","4","3"
"4596","IL","Central","223756","Columbus","OH","Eastern","3","2"
"4596","IL","Central","225006","Tucson","AZ","Mountain","3","3"
"4596","IL","Central","95244","Columbus","OH","Eastern","3","2"
"4696","NC","Eastern","121879","Raleigh","NC","Eastern","3","2"
"4696","NC","Eastern","100730","Raleigh","NC","Eastern","3","3"
"4696","NC","Eastern","121879","Raleigh","NC","Eastern","3","3"
"4696","NC","Eastern","94184","Charlotte","NC","Eastern","3","2"
"4784","CA","Pacific","1137002","FortWorth","TX","Central","3","3"
"4784","CA","Pacific","109156","FortWorth","TX","Central","3","4"
"4784","CA","Pacific","1176838","Austin","TX","Central","3","4"
"4784","CA","Pacific","224241","Dallas","TX","Central","3","4"
"4784","CA","Pacific","610906","Jacksonville","FL","Eastern","3","4"
"4784","CA","Pacific","99518","SanAntonio","TX","Central","3","3"
"4784","CA","Pacific","89421","Atlanta","GA","Eastern","4","3"
"5007","GA","Eastern","223374","Charlotte","NC","Eastern","3","4"
"5007","GA","Eastern","223373","Charlotte","NC","Eastern","3","5"
"5007","GA","Eastern","223374","Charlotte","NC","Eastern","3","3"
"5007","GA","Eastern","94102","Charlotte","NC","Eastern","3","2"
"5013","OK","Central","101911","Tulsa","OK","Central","1","4"
"5013","OK","Central","108939","SanAntonio","TX","Central","1","2"
"5013","OK","Central","92257","Wichita","KS","Central","1","5"
"5014","CA","Pacific","557211","Sacramento","CA","Pacific","3","3"
"5014","CA","Pacific","79702","Sacramento","CA","Pacific","3","2"
"5014","CA","Pacific","142199","Portland","OR","Pacific","4","1"
"5072","KY","Central","105455","Nashville","TN","Central","1","4"
"5072","KY","Central","817297","Louisville","KY","Eastern","4","4"
"5072","KY","Central","92783","Louisville","KY","Eastern","4","2"
"5072","KY","Central","483326","Louisville","KY","Eastern","5","5"
"5119","OH","Eastern","223246","Jacksonville","FL","Eastern","1","3"
"5119","OH","Eastern","1157336","Columbus","OH","Eastern","2","5"
"5119","OH","Eastern","223750","Columbus","OH","Eastern","5","4"
"5218","CO","Mountain","240439","Houston","TX","Central","1","1"
"5218","CO","Mountain","258669","Denver","CO","Mountain","1","3"
"5218","CO","Mountain","107844","Houston","TX","Central","3","5"
"5240","TX","Central","109334","Dallas","TX","Central","1","4"
"5240","TX","Central","1673679","SanAntonio","TX","Central","1","5"
"5240","TX","Central","620239","ELPaso","TX","Central","3","5"
"5255","IN","Eastern","92768","Louisville","KY","Eastern","3","4"
"5255","IN","Eastern","120798","Indianapolis","IN","Eastern","4","2"
"5255","IN","Eastern","88177","Indianapolis","IN","Eastern","5","4"
"5322","NE","Central","125845","Denver","CO","Mountain","3","5"
"5322","NE","Central","570279","Houston","TX","Central","3","5"
"5322","NE","Central","618205","Omaha","NE","Central","3","5"
"5331","CA","Pacific","79332","Fresno","CA","Pacific","1","4"
"5331","CA","Pacific","79460","Fresno","CA","Pacific","1","4"
"5331","CA","Pacific","79746","Sacramento","CA","Pacific","1","4"
"5331","CA","Pacific","224458","Milwaukee","WI","Central","3","5"
"5363","KS","Central","101890","Tulsa","OK","Central","1","5"
"5363","KS","Central","109336","Dallas","TX","Central","1","4"
"5363","KS","Central","223878","Tulsa","OK","Central","1","5"
"5363","KS","Central","1629323","Tulsa","OK","Central","3","3"
"5400","NV","Pacific","225041","ELPaso","TX","Central","2","2"
"5400","NV","Pacific","88403","Jacksonville","FL","Eastern","2","4"
"5400","NV","Pacific","1173092","Austin","TX","Central","3","5"
"5401","CA","Pacific","88718","Wichita","KS","Central","2","3"
"5401","CA","Pacific","101661","Columbus","OH","Eastern","3","2"
"5401","CA","Pacific","309173","Albuquerque","NM","Mountain","3","3"
"5410","AR","Central","530632","OklahomaCity","OK","Central","3","4"
"5410","AR","Central","101905","Tulsa","OK","Central","3","3"
"5410","AR","Central","570264","FortWorth","TX","Central","3","3"
"5410","AR","Central","596135","Albuquerque","NM","Mountain","3","4"
"5410","AR","Central","83038","Denver","CO","Mountain","3","2"
"5410","AR","Central","92250","Wichita","KS","Central","3","3"
"5410","AR","Central","95767","OklahomaCity","OK","Central","3","2"
"5410","AR","Central","97574","Omaha","NE","Central","3","3"
"5410","AR","Central","92203","Wichita","KS","Central","4","2"
"5477","TX","Central","1025910","Austin","TX","Central","2","4"
"5477","TX","Central","108339","SanAntonio","TX","Central","2","4"
"5477","TX","Central","310867","SanFrancisco","CA","Pacific","2","4"
"5501","NJ","Eastern","121977","Raleigh","NC","Eastern","3","5"
"5501","NJ","Eastern","100719","Raleigh","NC","Eastern","3","2"
"5501","NJ","Eastern","94672","Raleigh","NC","Eastern","3","5"
"5501","NJ","Eastern","94675","Raleigh","NC","Eastern","3","2"
"5583","CO","Mountain","240079","Columbus","OH","Eastern","3","3"
"5583","CO","Mountain","92740","Albuquerque","NM","Mountain","3","3"
"5583","CO","Mountain","95732","OklahomaCity","OK","Central","4","4"
"5653","CA","Pacific","83060","Denver","CO","Mountain","1","4"
"5653","CA","Pacific","246937","Columbus","OH","Eastern","3","4"
"5653","CA","Pacific","223765","Columbus","OH","Eastern","5","4"
"5653","CA","Pacific","83555","Milwaukee","WI","Central","5","4"
"5672","AZ","Mountain","217213","Tucson","AZ","Mountain","2","2"
"5672","AZ","Mountain","218100","Phoenix","AZ","Mountain","2","3"
"5672","AZ","Mountain","73937","Phoenix","AZ","Mountain","2","5"
"5703","MI","Eastern","224888","Louisville","KY","Eastern","2","4"
"5703","MI","Eastern","224879","Louisville","KY","Eastern","5","5"
"5703","MI","Eastern","92737","Louisville","KY","Eastern","5","3"
"5762","MO","Central","1396603","Wichita","KS","Central","3","4"
"5762","MO","Central","224055","Wichita","KS","Central","3","4"
"5762","MO","Central","88721","Wichita","KS","Central","3","5"
"5762","MO","Central","92257","Wichita","KS","Central","3","2"
"5852","FL","Eastern","1024967","Jacksonville","FL","Eastern","2","5"
"5852","FL","Eastern","239806","Charlotte","NC","Eastern","2","5"
"5852","FL","Eastern","89400","Atlanta","GA","Eastern","2","4"
"5852","FL","Eastern","89558","Atlanta","GA","Eastern","2","4"
"5947","UT","Mountain","73821","Phoenix","AZ","Mountain","3","3"
"5947","UT","Mountain","91785","LasVegas","NV","Pacific","3","3"
"5947","UT","Mountain","74590","Phoenix","AZ","Mountain","3","4"
"5966","MO","Central","101843","OklahomaCity","OK","Central","2","3"
"5966","MO","Central","92726","Albuquerque","NM","Mountain","2","2"
"5966","MO","Central","98031","Memphis","TN","Central","2","4"
"5966","MO","Central","98680","Albuquerque","NM","Mountain","2","3"
"5966","MO","Central","98815","ELPaso","TX","Central","2","2"
"5993","MI","Eastern","718372","Omaha","NE","Central","3","5"
"5993","MI","Eastern","1201061","Phoenix","AZ","Mountain","3","4"
"5993","MI","Eastern","98197","Nashville","TN","Central","3","4"
"5993","MI","Eastern","98197","Nashville","TN","Central","3","4"
"6008","CA","Pacific","1158679","Phoenix","AZ","Mountain","3","5"
"6008","CA","Pacific","99116","Houston","TX","Central","3","4"
"6008","CA","Pacific","88177","Indianapolis","IN","Eastern","4","2"
"6016","FL","Eastern","98997","Houston","TX","Central","3","3"
"6016","FL","Eastern","108038","Houston","TX","Central","3","3"
"6016","FL","Eastern","108339","SanAntonio","TX","Central","3","3"
"6016","FL","Eastern","635070","ELPaso","TX","Central","3","2"
"6016","FL","Eastern","99067","Houston","TX","Central","3","4"
"6016","FL","Eastern","99067","Houston","TX","Central","3","4"
"6016","FL","Eastern","98627","Dallas","TX","Central","4","3"
"6059","CA","Pacific","224999","Tucson","AZ","Mountain","2","2"
"6059","CA","Pacific","74826","Phoenix","AZ","Mountain","2","4"
"6059","CA","Pacific","119733","SanDiego","CA","Pacific","3","4"
"6059","CA","Pacific","80788","SanFrancisco","CA","Pacific","3","2"
"6059","CA","Pacific","85346","Denver","CO","Mountain","3","3"
"6059","CA","Pacific","89535","Atlanta","GA","Eastern","3","4"
"6059","CA","Pacific","98639","Dallas","TX","Central","3","4"
"6059","CA","Pacific","108979","Austin","TX","Central","3","4"
"6072","NY","Eastern","98382","Arlington","TX","Central","3","3"
"6072","NY","Eastern","88721","Wichita","KS","Central","3","3"
"6072","NY","Eastern","97559","Omaha","NE","Central","3","4"
"6093","TX","Central","100511","Charlotte","NC","Eastern","1","4"
"6093","TX","Central","1116329","SanAntonio","TX","Central","1","5"
"6093","TX","Central","656713","SanAntonio","TX","Central","1","4"
"6134","DC","Eastern","92781","Louisville","KY","Eastern","3","5"
"6134","DC","Eastern","80452","Oakland","CA","Pacific","3","4"
"6134","DC","Eastern","114650","Wichita","KS","Central","4","4"
"6160","CA","Pacific","102028","Portland","OR","Pacific","3","5"
"6160","CA","Pacific","123068","Milwaukee","WI","Central","3","4"
"6160","CA","Pacific","91920","LasVegas","NV","Pacific","3","4"
"6160","CA","Pacific","98117","Nashville","TN","Central","3","4"
"6166","AL","Central","287572","Indianapolis","IN","Eastern","1","3"
"6166","AL","Central","674056","Indianapolis","IN","Eastern","1","2"
"6166","AL","Central","91577","Indianapolis","IN","Eastern","1","5"
"6220","OH","Eastern","613792","Albuquerque","NM","Mountain","3","4"
"6220","OH","Eastern","631349","Houston","TX","Central","3","4"
"6220","OH","Eastern","92214","Wichita","KS","Central","3","3"
"6220","OH","Eastern","100546","Charlotte","NC","Eastern","3","4"
"6220","OH","Eastern","105483","Nashville","TN","Central","3","4"
"6220","OH","Eastern","105606","Nashville","TN","Central","3","4"
"6220","OH","Eastern","109456","Dallas","TX","Central","3","4"
"6220","OH","Eastern","610906","Jacksonville","FL","Eastern","3","4"
"6311","TX","Central","604457","Austin","TX","Central","1","3"
"6311","TX","Central","268151","Houston","TX","Central","2","2"
"6311","TX","Central","1170197","OklahomaCity","OK","Central","3","4"
"6333","NC","Eastern","1176973","Jacksonville","FL","Eastern","3","4"
"6333","NC","Eastern","675672","Raleigh","NC","Eastern","3","5"
"6333","NC","Eastern","100518","Charlotte","NC","Eastern","3","3"
